VersionDate,VersionDateTo,company_name,Company_domain_name,Pipeline,Deal_owner,Create_Date,Deal_Name,Amount,Deal_Probability,Forecast_probability,Deal_Stage,Close_Date,Priority
2021-01-06,2021-01-06,Skyndu,skyndu.com,Sales Pipeline,Test User 2,2021-01-13,Skyndu Deal (2021-01-13),5853,.00,,Closed lost,2021-02-10,
2020-12-30,2021-01-05,Skyndu,skyndu.com,Sales Pipeline,Test User 2,2021-01-13,Skyndu Deal (2021-01-13),4810,.80,,Contract sent,2021-02-10,
2020-12-23,2020-12-29,Skyndu,skyndu.com,Sales Pipeline,Test User 2,2021-01-13,Skyndu Deal (2021-01-13),5152,.70,,Decision maker bought-In,2021-02-10,
2020-12-02,2020-12-22,Skyndu,skyndu.com,Sales Pipeline,Test User 2,2021-01-13,Skyndu Deal (2021-01-13),5109,.40,,Presentation scheduled,2021-02-10,
2020-11-18,2020-11-24,Skyndu,skyndu.com,Sales Pipeline,Test User 2,2021-01-13,Skyndu Deal (2021-01-13),6221,.20,,Qualified to buy,2021-02-10,
2020-09-07,2020-09-13,Eayo,eayo.com,Sales Pipeline,Clayton Farr,2020-10-26,Eayo Deal (2020-10-26),2312,.30,,Appointment scheduled,2020-11-15,
2020-10-19,2020-10-19,Eayo,eayo.com,Sales Pipeline,Clayton Farr,2020-10-26,Eayo Deal (2020-10-26),1327,.00,,Closed lost,2020-11-15,
2020-10-12,2020-10-18,Eayo,eayo.com,Sales Pipeline,Clayton Farr,2020-10-26,Eayo Deal (2020-10-26),2114,.80,,Contract sent,2020-11-15,
2020-10-05,2020-10-11,Eayo,eayo.com,Sales Pipeline,Clayton Farr,2020-10-26,Eayo Deal (2020-10-26),1866,.70,,Decision maker bought-In,2020-11-15,
2020-09-14,2020-10-04,Eayo,eayo.com,Sales Pipeline,Clayton Farr,2020-10-26,Eayo Deal (2020-10-26),2196,.40,,Presentation scheduled,2020-11-15,
2020-08-31,2020-09-06,Eayo,eayo.com,Sales Pipeline,Clayton Farr,2020-10-26,Eayo Deal (2020-10-26),1785,.20,,Qualified to buy,2020-11-15,
2021-09-10,2021-09-16,Topiczoom,topiczoom.com,Sales Pipeline,Test User 2,2021-10-08,Topiczoom Deal (2021-10-08),516,.30,,Appointment scheduled,,Low
2021-10-01,2021-10-01,Topiczoom,topiczoom.com,Sales Pipeline,Test User 2,2021-10-08,Topiczoom Deal (2021-10-08),523,.00,,Closed lost,,Low
2021-09-17,2021-09-30,Topiczoom,topiczoom.com,Sales Pipeline,Test User 2,2021-10-08,Topiczoom Deal (2021-10-08),406,.40,,Presentation scheduled,,Low
2021-09-03,2021-09-09,Topiczoom,topiczoom.com,Sales Pipeline,Test User 2,2021-10-08,Topiczoom Deal (2021-10-08),501,.20,,Qualified to buy,,Low
2021-03-10,2021-03-16,Eidel,eidel.com,Sales Pipeline,Clayton Farr,2021-04-28,Eidel Deal (2021-04-28),2373,.30,,Appointment scheduled,2021-06-12,
2021-04-21,2021-04-21,Eidel,eidel.com,Sales Pipeline,Clayton Farr,2021-04-28,Eidel Deal (2021-04-28),2670,.00,,Closed lost,2021-06-12,
2021-04-14,2021-04-20,Eidel,eidel.com,Sales Pipeline,Clayton Farr,2021-04-28,Eidel Deal (2021-04-28),2268,.80,,Contract sent,2021-06-12,
2021-04-07,2021-04-13,Eidel,eidel.com,Sales Pipeline,Clayton Farr,2021-04-28,Eidel Deal (2021-04-28),2126,.70,,Decision maker bought-In,2021-06-12,
2021-03-17,2021-04-06,Eidel,eidel.com,Sales Pipeline,Clayton Farr,2021-04-28,Eidel Deal (2021-04-28),2471,.40,,Presentation scheduled,2021-06-12,
2021-03-03,2021-03-09,Eidel,eidel.com,Sales Pipeline,Clayton Farr,2021-04-28,Eidel Deal (2021-04-28),2821,.20,,Qualified to buy,2021-06-12,
2020-05-29,2020-05-29,Cogidoo,cogidoo.com,Sales Pipeline,Clayton Farr,2020-06-05,Cogidoo Deal (2020-06-05),6721,.00,,Closed lost,,Medium
2020-05-29,2023-05-16,Cogidoo,cogidoo.com,Sales Pipeline,Clayton Farr,2020-06-05,Cogidoo Deal (2020-06-05),6509,.20,,Qualified to buy,,Medium
2020-03-21,2020-03-27,Topiczoom,topiczoom.com,Sales Pipeline,Clayton Farr,2020-05-09,Topiczoom Deal (2020-05-09),296,.30,,Appointment scheduled,2020-06-10,
2020-05-02,2020-05-02,Topiczoom,topiczoom.com,Sales Pipeline,Clayton Farr,2020-05-09,Topiczoom Deal (2020-05-09),217,.00,,Closed lost,2020-06-10,
2020-04-25,2020-05-01,Topiczoom,topiczoom.com,Sales Pipeline,Clayton Farr,2020-05-09,Topiczoom Deal (2020-05-09),288,.80,,Contract sent,2020-06-10,
2020-04-18,2020-04-24,Topiczoom,topiczoom.com,Sales Pipeline,Clayton Farr,2020-05-09,Topiczoom Deal (2020-05-09),275,.70,,Decision maker bought-In,2020-06-10,
2020-03-28,2020-04-17,Topiczoom,topiczoom.com,Sales Pipeline,Clayton Farr,2020-05-09,Topiczoom Deal (2020-05-09),352,.40,,Presentation scheduled,2020-06-10,
2020-03-14,2020-03-20,Topiczoom,topiczoom.com,Sales Pipeline,Clayton Farr,2020-05-09,Topiczoom Deal (2020-05-09),302,.20,,Qualified to buy,2020-06-10,
2020-05-14,2020-05-20,Dabtype,dabtype.com,Sales Pipeline,Clayton Farr,2020-07-02,Dabtype Deal (2020-07-02),2935,.30,,Appointment scheduled,2020-07-20,Low
2020-06-25,2020-06-25,Dabtype,dabtype.com,Sales Pipeline,Clayton Farr,2020-07-02,Dabtype Deal (2020-07-02),2232,.00,,Closed lost,2020-07-20,Low
2020-06-18,2020-06-24,Dabtype,dabtype.com,Sales Pipeline,Clayton Farr,2020-07-02,Dabtype Deal (2020-07-02),2676,.80,,Contract sent,2020-07-20,Low
2020-06-11,2020-06-17,Dabtype,dabtype.com,Sales Pipeline,Clayton Farr,2020-07-02,Dabtype Deal (2020-07-02),2879,.70,,Decision maker bought-In,2020-07-20,Low
2020-05-21,2020-06-10,Dabtype,dabtype.com,Sales Pipeline,Clayton Farr,2020-07-02,Dabtype Deal (2020-07-02),1691,.40,,Presentation scheduled,2020-07-20,Low
2020-05-07,2020-05-13,Dabtype,dabtype.com,Sales Pipeline,Clayton Farr,2020-07-02,Dabtype Deal (2020-07-02),1795,.20,,Qualified to buy,2020-07-20,Low
2020-01-21,2020-01-27,Voonix,voonix.com,Sales Pipeline,Test User 2,2020-03-10,Voonix Deal (2020-03-10),6076,.30,,Appointment scheduled,2020-04-02,
2020-03-03,2020-03-03,Voonix,voonix.com,Sales Pipeline,Test User 2,2020-03-10,Voonix Deal (2020-03-10),5244,.00,,Closed lost,2020-04-02,
2020-02-25,2020-03-02,Voonix,voonix.com,Sales Pipeline,Test User 2,2020-03-10,Voonix Deal (2020-03-10),7001,.80,,Contract sent,2020-04-02,
2020-02-18,2020-02-24,Voonix,voonix.com,Sales Pipeline,Test User 2,2020-03-10,Voonix Deal (2020-03-10),4684,.70,,Decision maker bought-In,2020-04-02,
2020-01-28,2020-02-17,Voonix,voonix.com,Sales Pipeline,Test User 2,2020-03-10,Voonix Deal (2020-03-10),3877,.40,,Presentation scheduled,2020-04-02,
2020-01-14,2020-01-20,Voonix,voonix.com,Sales Pipeline,Test User 2,2020-03-10,Voonix Deal (2020-03-10),3870,.20,,Qualified to buy,2020-04-02,
2021-03-29,2021-04-04,Voonix,voonix.com,Sales Pipeline,Clayton Farr,2021-05-17,Voonix Deal (2021-05-17),4669,.30,,Appointment scheduled,2021-06-07,
2021-05-10,2021-05-10,Voonix,voonix.com,Sales Pipeline,Clayton Farr,2021-05-17,Voonix Deal (2021-05-17),7834,.00,,Closed lost,2021-06-07,
2021-05-03,2021-05-09,Voonix,voonix.com,Sales Pipeline,Clayton Farr,2021-05-17,Voonix Deal (2021-05-17),4482,.80,,Contract sent,2021-06-07,
2021-04-26,2021-05-02,Voonix,voonix.com,Sales Pipeline,Clayton Farr,2021-05-17,Voonix Deal (2021-05-17),7990,.70,,Decision maker bought-In,2021-06-07,
2021-04-05,2021-04-25,Voonix,voonix.com,Sales Pipeline,Clayton Farr,2021-05-17,Voonix Deal (2021-05-17),4640,.40,,Presentation scheduled,2021-06-07,
2021-03-22,2021-03-28,Voonix,voonix.com,Sales Pipeline,Clayton Farr,2021-05-17,Voonix Deal (2021-05-17),7247,.20,,Qualified to buy,2021-06-07,
2021-04-09,2021-04-15,Skyndu,skyndu.com,Sales Pipeline,Test User 2,2021-05-28,Skyndu Deal (2021-05-28),962,.30,,Appointment scheduled,2021-06-15,
2021-05-21,2021-05-21,Skyndu,skyndu.com,Sales Pipeline,Test User 2,2021-05-28,Skyndu Deal (2021-05-28),1281,.00,,Closed lost,2021-06-15,
2021-05-14,2021-05-20,Skyndu,skyndu.com,Sales Pipeline,Test User 2,2021-05-28,Skyndu Deal (2021-05-28),1461,.80,,Contract sent,2021-06-15,
2021-05-07,2021-05-13,Skyndu,skyndu.com,Sales Pipeline,Test User 2,2021-05-28,Skyndu Deal (2021-05-28),894,.70,,Decision maker bought-In,2021-06-15,
2021-04-16,2021-05-06,Skyndu,skyndu.com,Sales Pipeline,Test User 2,2021-05-28,Skyndu Deal (2021-05-28),1608,.40,,Presentation scheduled,2021-06-15,
2021-04-02,2021-04-08,Skyndu,skyndu.com,Sales Pipeline,Test User 2,2021-05-28,Skyndu Deal (2021-05-28),1512,.20,,Qualified to buy,2021-06-15,
2021-07-22,2021-07-28,Abatz,abatz.com,Sales Pipeline,Test User 2,2021-09-09,Abatz Deal (2021-09-09),3831,.30,,Appointment scheduled,2021-10-20,
2021-09-02,2021-09-02,Abatz,abatz.com,Sales Pipeline,Test User 2,2021-09-09,Abatz Deal (2021-09-09),5124,.00,,Closed lost,2021-10-20,
2021-08-26,2021-09-01,Abatz,abatz.com,Sales Pipeline,Test User 2,2021-09-09,Abatz Deal (2021-09-09),5174,.80,,Contract sent,2021-10-20,
2021-08-19,2021-08-25,Abatz,abatz.com,Sales Pipeline,Test User 2,2021-09-09,Abatz Deal (2021-09-09),5322,.70,,Decision maker bought-In,2021-10-20,
2021-07-29,2021-08-18,Abatz,abatz.com,Sales Pipeline,Test User 2,2021-09-09,Abatz Deal (2021-09-09),5499,.40,,Presentation scheduled,2021-10-20,
2021-07-15,2021-07-21,Abatz,abatz.com,Sales Pipeline,Test User 2,2021-09-09,Abatz Deal (2021-09-09),2949,.20,,Qualified to buy,2021-10-20,
2020-08-30,2020-09-05,Kaymbo,kaymbo.com,Sales Pipeline,Clayton Farr,2020-10-18,Kaymbo Deal (2020-10-18),4028,.30,,Appointment scheduled,2020-11-14,
2020-10-11,2020-10-11,Kaymbo,kaymbo.com,Sales Pipeline,Clayton Farr,2020-10-18,Kaymbo Deal (2020-10-18),4812,.00,,Closed lost,2020-11-14,
2020-10-04,2020-10-10,Kaymbo,kaymbo.com,Sales Pipeline,Clayton Farr,2020-10-18,Kaymbo Deal (2020-10-18),3664,.80,,Contract sent,2020-11-14,
2020-09-27,2020-10-03,Kaymbo,kaymbo.com,Sales Pipeline,Clayton Farr,2020-10-18,Kaymbo Deal (2020-10-18),4981,.70,,Decision maker bought-In,2020-11-14,
2020-09-06,2020-09-26,Kaymbo,kaymbo.com,Sales Pipeline,Clayton Farr,2020-10-18,Kaymbo Deal (2020-10-18),3157,.40,,Presentation scheduled,2020-11-14,
2020-08-23,2020-08-29,Kaymbo,kaymbo.com,Sales Pipeline,Clayton Farr,2020-10-18,Kaymbo Deal (2020-10-18),4038,.20,,Qualified to buy,2020-11-14,
2021-02-13,2021-02-19,Edgetag,edgetag.com,Sales Pipeline,Clayton Farr,2021-04-03,Edgetag Deal (2021-04-03),131,.30,,Appointment scheduled,2021-04-25,
2021-03-27,2021-03-27,Edgetag,edgetag.com,Sales Pipeline,Clayton Farr,2021-04-03,Edgetag Deal (2021-04-03),118,.00,,Closed lost,2021-04-25,
2021-03-20,2021-03-26,Edgetag,edgetag.com,Sales Pipeline,Clayton Farr,2021-04-03,Edgetag Deal (2021-04-03),118,.80,,Contract sent,2021-04-25,
2021-03-13,2021-03-19,Edgetag,edgetag.com,Sales Pipeline,Clayton Farr,2021-04-03,Edgetag Deal (2021-04-03),153,.70,,Decision maker bought-In,2021-04-25,
2021-02-20,2021-03-12,Edgetag,edgetag.com,Sales Pipeline,Clayton Farr,2021-04-03,Edgetag Deal (2021-04-03),137,.40,,Presentation scheduled,2021-04-25,
2021-02-06,2021-02-12,Edgetag,edgetag.com,Sales Pipeline,Clayton Farr,2021-04-03,Edgetag Deal (2021-04-03),208,.20,,Qualified to buy,2021-04-25,
2021-07-12,2021-07-18,JumpXS,jumpxs.com,Sales Pipeline,Clayton Farr,2021-08-30,JumpXS Deal (2021-08-30),7808,.30,,Appointment scheduled,2021-09-22,Medium
2021-08-23,2021-08-23,JumpXS,jumpxs.com,Sales Pipeline,Clayton Farr,2021-08-30,JumpXS Deal (2021-08-30),7076,.00,,Closed lost,2021-09-22,Medium
2021-08-16,2021-08-22,JumpXS,jumpxs.com,Sales Pipeline,Clayton Farr,2021-08-30,JumpXS Deal (2021-08-30),6482,.80,,Contract sent,2021-09-22,Medium
2021-08-09,2021-08-15,JumpXS,jumpxs.com,Sales Pipeline,Clayton Farr,2021-08-30,JumpXS Deal (2021-08-30),4086,.70,,Decision maker bought-In,2021-09-22,Medium
2021-07-19,2021-08-08,JumpXS,jumpxs.com,Sales Pipeline,Clayton Farr,2021-08-30,JumpXS Deal (2021-08-30),7565,.40,,Presentation scheduled,2021-09-22,Medium
2021-07-05,2021-07-11,JumpXS,jumpxs.com,Sales Pipeline,Clayton Farr,2021-08-30,JumpXS Deal (2021-08-30),6531,.20,,Qualified to buy,2021-09-22,Medium
2021-09-24,2021-09-30,Gevee,gevee.com,Sales Pipeline,Clayton Farr,2021-11-12,Gevee Deal (2021-11-12),1539,.30,,Appointment scheduled,2021-12-01,High
2021-11-05,2021-11-05,Gevee,gevee.com,Sales Pipeline,Clayton Farr,2021-11-12,Gevee Deal (2021-11-12),1148,.00,,Closed lost,2021-12-01,High
2021-10-29,2021-11-04,Gevee,gevee.com,Sales Pipeline,Clayton Farr,2021-11-12,Gevee Deal (2021-11-12),1343,.80,,Contract sent,2021-12-01,High
2021-10-22,2021-10-28,Gevee,gevee.com,Sales Pipeline,Clayton Farr,2021-11-12,Gevee Deal (2021-11-12),1509,.70,,Decision maker bought-In,2021-12-01,High
2021-10-01,2021-10-21,Gevee,gevee.com,Sales Pipeline,Clayton Farr,2021-11-12,Gevee Deal (2021-11-12),1122,.40,,Presentation scheduled,2021-12-01,High
2021-09-17,2021-09-23,Gevee,gevee.com,Sales Pipeline,Clayton Farr,2021-11-12,Gevee Deal (2021-11-12),1013,.20,,Qualified to buy,2021-12-01,High
2021-08-04,2021-08-10,Browsebug,browsebug.com,Sales Pipeline,Test User 2,2021-09-08,Browsebug Deal (2021-09-08),270,.30,,Appointment scheduled,,Low
2021-09-01,2021-09-01,Browsebug,browsebug.com,Sales Pipeline,Test User 2,2021-09-08,Browsebug Deal (2021-09-08),368,.00,,Closed lost,,Low
2021-09-01,2023-05-16,Browsebug,browsebug.com,Sales Pipeline,Test User 2,2021-09-08,Browsebug Deal (2021-09-08),362,.70,,Decision maker bought-In,,Low
2021-08-11,2021-08-31,Browsebug,browsebug.com,Sales Pipeline,Test User 2,2021-09-08,Browsebug Deal (2021-09-08),407,.40,,Presentation scheduled,,Low
2021-07-28,2021-08-03,Browsebug,browsebug.com,Sales Pipeline,Test User 2,2021-09-08,Browsebug Deal (2021-09-08),325,.20,,Qualified to buy,,Low
2020-11-28,2020-12-04,Yakijo,yakijo.com,Sales Pipeline,Test User 2,2021-01-02,Yakijo Deal (2021-01-02),674,.30,,Appointment scheduled,,
2020-12-26,2020-12-26,Yakijo,yakijo.com,Sales Pipeline,Test User 2,2021-01-02,Yakijo Deal (2021-01-02),1047,.00,,Closed lost,,
2020-12-26,2023-05-16,Yakijo,yakijo.com,Sales Pipeline,Test User 2,2021-01-02,Yakijo Deal (2021-01-02),677,.70,,Decision maker bought-In,,
2020-12-05,2020-12-25,Yakijo,yakijo.com,Sales Pipeline,Test User 2,2021-01-02,Yakijo Deal (2021-01-02),1222,.40,,Presentation scheduled,,
2020-11-21,2020-11-27,Yakijo,yakijo.com,Sales Pipeline,Test User 2,2021-01-02,Yakijo Deal (2021-01-02),1065,.20,,Qualified to buy,,
2021-03-05,2021-03-11,MeejoMeemm,meejomeemm.com,Sales Pipeline,Test User 2,2021-04-23,MeejoMeemm Deal (2021-04-23),4261,.30,,Appointment scheduled,2021-06-05,
2021-04-16,2021-04-16,MeejoMeemm,meejomeemm.com,Sales Pipeline,Test User 2,2021-04-23,MeejoMeemm Deal (2021-04-23),3718,.00,,Closed lost,2021-06-05,
2021-04-09,2021-04-15,MeejoMeemm,meejomeemm.com,Sales Pipeline,Test User 2,2021-04-23,MeejoMeemm Deal (2021-04-23),3947,.80,,Contract sent,2021-06-05,
2021-04-02,2021-04-08,MeejoMeemm,meejomeemm.com,Sales Pipeline,Test User 2,2021-04-23,MeejoMeemm Deal (2021-04-23),4211,.70,,Decision maker bought-In,2021-06-05,
2021-03-12,2021-04-01,MeejoMeemm,meejomeemm.com,Sales Pipeline,Test User 2,2021-04-23,MeejoMeemm Deal (2021-04-23),3310,.40,,Presentation scheduled,2021-06-05,
2021-02-26,2021-03-04,MeejoMeemm,meejomeemm.com,Sales Pipeline,Test User 2,2021-04-23,MeejoMeemm Deal (2021-04-23),3408,.20,,Qualified to buy,2021-06-05,
2021-09-05,2021-09-11,Zooveo,zooveo.com,Sales Pipeline,Test User 2,2021-10-10,Zooveo Deal (2021-10-10),1067,.30,,Appointment scheduled,,
2021-10-03,2021-10-03,Zooveo,zooveo.com,Sales Pipeline,Test User 2,2021-10-10,Zooveo Deal (2021-10-10),1442,.00,,Closed lost,,
2021-10-03,2023-05-16,Zooveo,zooveo.com,Sales Pipeline,Test User 2,2021-10-10,Zooveo Deal (2021-10-10),1709,.70,,Decision maker bought-In,,
2021-09-12,2021-10-02,Zooveo,zooveo.com,Sales Pipeline,Test User 2,2021-10-10,Zooveo Deal (2021-10-10),1098,.40,,Presentation scheduled,,
2021-08-29,2021-09-04,Zooveo,zooveo.com,Sales Pipeline,Test User 2,2021-10-10,Zooveo Deal (2021-10-10),1636,.20,,Qualified to buy,,
2021-02-01,2021-02-07,Realcube,realcube.com,Sales Pipeline,Clayton Farr,2021-03-22,Realcube Deal (2021-03-22),127,.30,,Appointment scheduled,2021-04-14,
2021-03-15,2021-03-15,Realcube,realcube.com,Sales Pipeline,Clayton Farr,2021-03-22,Realcube Deal (2021-03-22),220,.00,,Closed lost,2021-04-14,
2021-03-08,2021-03-14,Realcube,realcube.com,Sales Pipeline,Clayton Farr,2021-03-22,Realcube Deal (2021-03-22),211,.80,,Contract sent,2021-04-14,
2021-03-01,2021-03-07,Realcube,realcube.com,Sales Pipeline,Clayton Farr,2021-03-22,Realcube Deal (2021-03-22),173,.70,,Decision maker bought-In,2021-04-14,
2021-02-08,2021-02-28,Realcube,realcube.com,Sales Pipeline,Clayton Farr,2021-03-22,Realcube Deal (2021-03-22),179,.40,,Presentation scheduled,2021-04-14,
2021-01-25,2021-01-31,Realcube,realcube.com,Sales Pipeline,Clayton Farr,2021-03-22,Realcube Deal (2021-03-22),217,.20,,Qualified to buy,2021-04-14,
2021-07-28,2021-08-03,Yodoo,yodoo.com,Sales Pipeline,Clayton Farr,2021-09-15,Yodoo Deal (2021-09-15),2999,.30,,Appointment scheduled,2021-10-12,High
2021-09-08,2021-09-08,Yodoo,yodoo.com,Sales Pipeline,Clayton Farr,2021-09-15,Yodoo Deal (2021-09-15),4145,.00,,Closed lost,2021-10-12,High
2021-09-01,2021-09-07,Yodoo,yodoo.com,Sales Pipeline,Clayton Farr,2021-09-15,Yodoo Deal (2021-09-15),3459,.80,,Contract sent,2021-10-12,High
2021-08-25,2021-08-31,Yodoo,yodoo.com,Sales Pipeline,Clayton Farr,2021-09-15,Yodoo Deal (2021-09-15),3724,.70,,Decision maker bought-In,2021-10-12,High
2021-08-04,2021-08-24,Yodoo,yodoo.com,Sales Pipeline,Clayton Farr,2021-09-15,Yodoo Deal (2021-09-15),2706,.40,,Presentation scheduled,2021-10-12,High
2021-07-21,2021-07-27,Yodoo,yodoo.com,Sales Pipeline,Clayton Farr,2021-09-15,Yodoo Deal (2021-09-15),2777,.20,,Qualified to buy,2021-10-12,High
2020-06-29,2020-07-05,Youtags,youtags.com,Sales Pipeline,Test User 2,2020-08-17,Youtags Deal (2020-08-17),1970,.30,,Appointment scheduled,2020-09-18,High
2020-08-10,2020-08-10,Youtags,youtags.com,Sales Pipeline,Test User 2,2020-08-17,Youtags Deal (2020-08-17),1899,.00,,Closed lost,2020-09-18,High
2020-08-03,2020-08-09,Youtags,youtags.com,Sales Pipeline,Test User 2,2020-08-17,Youtags Deal (2020-08-17),1244,.80,,Contract sent,2020-09-18,High
2020-07-27,2020-08-02,Youtags,youtags.com,Sales Pipeline,Test User 2,2020-08-17,Youtags Deal (2020-08-17),1638,.70,,Decision maker bought-In,2020-09-18,High
2020-07-06,2020-07-26,Youtags,youtags.com,Sales Pipeline,Test User 2,2020-08-17,Youtags Deal (2020-08-17),1764,.40,,Presentation scheduled,2020-09-18,High
2020-06-22,2020-06-28,Youtags,youtags.com,Sales Pipeline,Test User 2,2020-08-17,Youtags Deal (2020-08-17),1555,.20,,Qualified to buy,2020-09-18,High
2020-11-06,2020-11-12,BlogXS,blogxs.com,Sales Pipeline,Test User 2,2020-12-25,BlogXS Deal (2020-12-25),7825,.30,,Appointment scheduled,2021-01-14,
2020-12-18,2020-12-18,BlogXS,blogxs.com,Sales Pipeline,Test User 2,2020-12-25,BlogXS Deal (2020-12-25),4172,.00,,Closed lost,2021-01-14,
2020-12-11,2020-12-17,BlogXS,blogxs.com,Sales Pipeline,Test User 2,2020-12-25,BlogXS Deal (2020-12-25),4507,.80,,Contract sent,2021-01-14,
2020-12-04,2020-12-10,BlogXS,blogxs.com,Sales Pipeline,Test User 2,2020-12-25,BlogXS Deal (2020-12-25),7962,.70,,Decision maker bought-In,2021-01-14,
2020-11-13,2020-12-03,BlogXS,blogxs.com,Sales Pipeline,Test User 2,2020-12-25,BlogXS Deal (2020-12-25),6093,.40,,Presentation scheduled,2021-01-14,
2020-10-30,2020-11-05,BlogXS,blogxs.com,Sales Pipeline,Test User 2,2020-12-25,BlogXS Deal (2020-12-25),4676,.20,,Qualified to buy,2021-01-14,
2021-10-29,2021-11-04,Topiczoom,topiczoom.com,Sales Pipeline,Test User 2,2021-12-17,Topiczoom Deal (2021-12-17),1455,.30,,Appointment scheduled,2022-01-29,
2021-12-10,2021-12-10,Topiczoom,topiczoom.com,Sales Pipeline,Test User 2,2021-12-17,Topiczoom Deal (2021-12-17),2416,.00,,Closed lost,2022-01-29,
2021-12-03,2021-12-09,Topiczoom,topiczoom.com,Sales Pipeline,Test User 2,2021-12-17,Topiczoom Deal (2021-12-17),1642,.80,,Contract sent,2022-01-29,
2021-11-26,2021-12-02,Topiczoom,topiczoom.com,Sales Pipeline,Test User 2,2021-12-17,Topiczoom Deal (2021-12-17),1921,.70,,Decision maker bought-In,2022-01-29,
2021-11-05,2021-11-25,Topiczoom,topiczoom.com,Sales Pipeline,Test User 2,2021-12-17,Topiczoom Deal (2021-12-17),2011,.40,,Presentation scheduled,2022-01-29,
2021-10-22,2021-10-28,Topiczoom,topiczoom.com,Sales Pipeline,Test User 2,2021-12-17,Topiczoom Deal (2021-12-17),1805,.20,,Qualified to buy,2022-01-29,
2021-10-07,2021-10-07,Izio,izio.com,Sales Pipeline,Clayton Farr,2021-10-14,Izio Deal (2021-10-14),3991,.00,,Closed lost,,High
2020-03-02,2020-03-08,Blogspan,blogspan.com,Sales Pipeline,Clayton Farr,2020-04-20,Blogspan Deal (2020-04-20),5452,.30,,Appointment scheduled,2020-05-18,Medium
2020-04-13,2020-04-13,Blogspan,blogspan.com,Sales Pipeline,Clayton Farr,2020-04-20,Blogspan Deal (2020-04-20),3331,.00,,Closed lost,2020-05-18,Medium
2020-04-06,2020-04-12,Blogspan,blogspan.com,Sales Pipeline,Clayton Farr,2020-04-20,Blogspan Deal (2020-04-20),5644,.80,,Contract sent,2020-05-18,Medium
2020-03-30,2020-04-05,Blogspan,blogspan.com,Sales Pipeline,Clayton Farr,2020-04-20,Blogspan Deal (2020-04-20),4827,.70,,Decision maker bought-In,2020-05-18,Medium
2020-03-09,2020-03-29,Blogspan,blogspan.com,Sales Pipeline,Clayton Farr,2020-04-20,Blogspan Deal (2020-04-20),5864,.40,,Presentation scheduled,2020-05-18,Medium
2020-02-24,2020-03-01,Blogspan,blogspan.com,Sales Pipeline,Clayton Farr,2020-04-20,Blogspan Deal (2020-04-20),5403,.20,,Qualified to buy,2020-05-18,Medium
2021-05-31,2021-06-06,Eire,eire.com,Sales Pipeline,Test User 2,2021-07-19,Eire Deal (2021-07-19),4533,.30,,Appointment scheduled,2021-08-05,Medium
2021-07-12,2021-07-12,Eire,eire.com,Sales Pipeline,Test User 2,2021-07-19,Eire Deal (2021-07-19),8671,.00,,Closed lost,2021-08-05,Medium
2021-07-05,2021-07-11,Eire,eire.com,Sales Pipeline,Test User 2,2021-07-19,Eire Deal (2021-07-19),4667,.80,,Contract sent,2021-08-05,Medium
2021-06-28,2021-07-04,Eire,eire.com,Sales Pipeline,Test User 2,2021-07-19,Eire Deal (2021-07-19),5494,.70,,Decision maker bought-In,2021-08-05,Medium
2021-06-07,2021-06-27,Eire,eire.com,Sales Pipeline,Test User 2,2021-07-19,Eire Deal (2021-07-19),7531,.40,,Presentation scheduled,2021-08-05,Medium
2021-05-24,2021-05-30,Eire,eire.com,Sales Pipeline,Test User 2,2021-07-19,Eire Deal (2021-07-19),4677,.20,,Qualified to buy,2021-08-05,Medium
2021-08-14,2021-08-20,Eare,eare.com,Sales Pipeline,Clayton Farr,2021-10-02,Eare Deal (2021-10-02),891,.30,,Appointment scheduled,2021-11-13,
2021-09-25,2021-09-25,Eare,eare.com,Sales Pipeline,Clayton Farr,2021-10-02,Eare Deal (2021-10-02),891,.00,,Closed lost,2021-11-13,
2021-09-18,2021-09-24,Eare,eare.com,Sales Pipeline,Clayton Farr,2021-10-02,Eare Deal (2021-10-02),1073,.80,,Contract sent,2021-11-13,
2021-09-11,2021-09-17,Eare,eare.com,Sales Pipeline,Clayton Farr,2021-10-02,Eare Deal (2021-10-02),1587,.70,,Decision maker bought-In,2021-11-13,
2021-08-21,2021-09-10,Eare,eare.com,Sales Pipeline,Clayton Farr,2021-10-02,Eare Deal (2021-10-02),1584,.40,,Presentation scheduled,2021-11-13,
2021-08-07,2021-08-13,Eare,eare.com,Sales Pipeline,Clayton Farr,2021-10-02,Eare Deal (2021-10-02),964,.20,,Qualified to buy,2021-11-13,
2021-11-08,2021-11-14,Dabvine,dabvine.com,Sales Pipeline,Test User 2,2021-12-06,Dabvine Deal (2021-12-06),6067,.30,,Appointment scheduled,,
2021-11-29,2021-11-29,Dabvine,dabvine.com,Sales Pipeline,Test User 2,2021-12-06,Dabvine Deal (2021-12-06),4466,.00,,Closed lost,,
2021-11-15,2021-11-28,Dabvine,dabvine.com,Sales Pipeline,Test User 2,2021-12-06,Dabvine Deal (2021-12-06),3267,.40,,Presentation scheduled,,
2021-11-01,2021-11-07,Dabvine,dabvine.com,Sales Pipeline,Test User 2,2021-12-06,Dabvine Deal (2021-12-06),3689,.20,,Qualified to buy,,
2021-09-28,2021-10-04,Avaveo,avaveo.com,Sales Pipeline,Clayton Farr,2021-10-26,Avaveo Deal (2021-10-26),6181,.30,,Appointment scheduled,,Medium
